,zipcode,AGI_STUB,N1,A00100
7124,52722,21,18060,1716893
7125,52726,21,2190,155971
7126,52727,21,220,11447
7127,52729,21,430,22129
7128,52730,21,2330,117205
7129,52731,21,420,20809
7130,52732,21,12380,564244
7131,52737,21,160,6100
7132,52738,21,1650,76478
7133,52739,21,350,13212
7134,52742,21,3600,234259
7135,52745,21,300,16332
7136,52746,21,450,28587
7137,52747,21,1110,66920
7138,52748,21,4250,303731
7139,52749,21,460,24511
7140,52750,21,290,14031
7141,52751,21,470,26601
7142,52753,21,2600,234747
7143,52754,21,620,33687
7144,52755,21,920,48809
7145,52756,21,1040,76452
7146,52760,21,310,14484
7147,52761,21,14390,761702
7148,52765,21,230,12353
7149,52766,21,370,20419
7150,52768,21,670,36944
7151,52769,21,290,17076
7152,52772,21,2320,136773
7153,52773,21,1150,73776
7154,52776,21,2240,115563
7155,52777,21,590,29581
7156,52778,21,1900,102984
7157,52801,21,450,15591
7158,52802,21,4580,140654
7159,52803,21,10320,532322
7160,52804,21,12820,544507
7161,52806,21,13150,637688
7162,52807,21,7050,563978
7163,55001,21,1480,216656
7164,55003,21,1190,77186
7165,55005,21,2120,124962
7166,55006,21,1700,75368
7167,55007,21,1070,44520
7168,55008,21,6920,367639
7169,55009,21,4060,249285
7170,55011,21,4960,319399
7171,55012,21,940,58305
7172,55013,21,3130,218144
7173,55014,21,13380,903098
7174,55016,21,16420,1061886
7175,55017,21,330,15870
7176,55018,21,510,32636
7177,55019,21,950,56530
7178,55020,21,1700,131425
7179,55021,21,13230,680500
7180,55024,21,14990,986670
7181,55025,21,11580,745445
7182,55026,21,230,12164
7183,55027,21,1410,84919
7184,55030,21,600,23453
7185,55031,21,970,64896
7186,55032,21,1700,93808
7187,55033,21,14620,970406
7188,55037,21,2230,88442
7189,55038,21,10240,804917
7190,55040,21,5880,298657
7191,55041,21,3880,209321
7192,55042,21,4290,564606
7193,55043,21,1900,142979
7194,55044,21,23050,2058182
7195,55045,21,3540,221584
7196,55046,21,2340,151307
7197,55047,21,1300,119311
7198,55049,21,1200,60555
7199,55051,21,4350,201977
7200,55052,21,950,45559
7201,55053,21,460,33138
7202,55054,21,910,65928
7203,55055,21,1740,89061
7204,55056,21,6270,340724
7205,55057,21,9540,671008
7206,55060,21,14060,761804
7207,55063,21,4150,182020
7208,55065,21,550,33136
7209,55066,21,9340,541734
7210,55068,21,13510,998119
7211,55069,21,2160,103764
7212,55070,21,3450,178148
7213,55071,21,2880,135078
7214,55072,21,1410,54082
7215,55073,21,1660,120979
7216,55074,21,1030,54765
7217,55075,21,10300,469947
7218,55076,21,11240,676995
7219,55077,21,6330,553197
7220,55079,21,4060,236097
7221,55080,21,1260,69422
7222,55082,21,17700,1624759
7223,55084,21,850,44510
7224,55087,21,160,7454
7225,55088,21,910,72773
7226,55089,21,990,97721
7227,55092,21,5190,318581
7228,55101,21,3890,372360
7229,55102,21,9370,639641
7230,55103,21,5290,176584
7231,55104,21,19720,1027872
7232,55105,21,12840,1317207
7233,55106,21,23610,814977
7234,55107,21,6260,241621
7235,55108,21,6790,436050
7236,55109,21,16620,856088
7237,55110,21,20100,1532083
7238,55112,21,21410,1477746
7239,55113,21,20780,1320108
7240,55114,21,1710,78540
7241,55115,21,4450,438690
7242,55116,21,12680,1111406
7243,55117,21,19970,864789
7244,55118,21,14780,1262915
7245,55119,21,19670,930041
7246,55120,21,2330,230579
7247,55121,21,4710,295466
7248,55122,21,16710,1168743
7249,55123,21,13120,1251616
7250,55124,21,25890,1843832
7251,55125,21,21530,1907326
7252,55126,21,13590,1143265
7253,55127,21,9270,1210591
7254,55128,21,15180,813051
7255,55129,21,9540,1086778
7256,55130,21,6690,184575
7257,55301,21,4910,305943
7258,55302,21,3320,205394
7259,55303,21,23010,1368869
7260,55304,21,22360,1778307
7261,55305,21,11050,1217718
7262,55306,21,8300,571948
7263,55307,21,1550,74124
7264,55308,21,4030,250019
7265,55309,21,8380,495068
7266,55310,21,800,55120
7267,55311,21,16420,1810726
7268,55312,21,760,38769
7269,55313,21,10850,699606
7270,55314,21,560,36238
7271,55315,21,2230,193339
7272,55316,21,11900,768354
7273,55317,21,9990,1253815
7274,55318,21,12720,1020181
7275,55319,21,2470,162578
7276,55320,21,2440,160204
7277,55321,21,2230,115916
7278,55322,21,1570,104001
7279,55324,21,590,37739
7280,55325,21,1960,112144
7281,55327,21,1800,153325
7282,55328,21,4000,291902
7283,55329,21,910,39989
7284,55330,21,17740,1139052
7285,55331,21,8940,1768116
7286,55332,21,910,49815
7287,55333,21,350,16749
7288,55334,21,1390,64067
7289,55335,21,750,36499
7290,55336,21,3900,199069
7291,55337,21,23440,1392286
7292,55338,21,610,29291
7293,55339,21,530,29154
7294,55340,21,3090,582826
7295,55341,21,1240,107972
7296,55342,21,930,67068
7297,55343,21,13470,981089
7298,55344,21,7730,631366
7299,55345,21,11070,1135147
7300,55346,21,8770,840583
7301,55347,21,14660,2533529
7302,55349,21,1820,93027
7303,55350,21,8920,489362
7304,55352,21,4230,304126
7305,55353,21,1480,81701
7306,55354,21,1250,70377
7307,55355,21,4480,227450
7308,55356,21,2570,705295
7309,55357,21,1580,147415
7310,55358,21,2450,160266
7311,55359,21,3050,390760
7312,55360,21,1250,81892
7313,55362,21,8500,497876
7314,55363,21,2130,110136
7315,55364,21,7390,911416
7316,55367,21,470,25350
7317,55368,21,1160,61254
7318,55369,21,17600,1231517
7319,55370,21,370,20792
7320,55371,21,7460,377535
7321,55372,21,15190,1627373
7322,55373,21,2690,171492
7323,55374,21,6360,542029
7324,55375,21,1760,141102
7325,55376,21,7340,562965
7326,55378,21,13130,1011551
7327,55379,21,19990,1442618
7328,55381,21,950,46075
7329,55382,21,1730,105955
7330,55384,21,990,67727
7331,55385,21,630,33523
7332,55386,21,3000,375282
7333,55387,21,5820,468198
7334,55388,21,2530,154537
7335,55389,21,1240,61598
7336,55390,21,1230,70244
7337,55391,21,7570,2622907
7338,55395,21,1410,85416
7339,55396,21,1010,50076
7340,55397,21,1290,74516
7341,55398,21,7010,427961
7342,55401,21,5320,597179
7343,55402,21,780,406397
7344,55403,21,8830,800591
7345,55404,21,11360,375691
7346,55405,21,8140,789919
7347,55406,21,18050,952437
7348,55407,21,18190,742594
7349,55408,21,16920,840261
7350,55409,21,6230,400294
7351,55410,21,10300,1217502
7352,55411,21,11230,313950
7353,55412,21,10190,362316
7354,55413,21,6620,333095
7355,55414,21,7990,427822
7356,55415,21,1160,134533
7357,55416,21,17280,1921118
7358,55417,21,13320,865767
7359,55418,21,16310,845872
7360,55419,21,13690,1404993
7361,55420,21,11830,540217
7362,55421,21,14050,607781
7363,55422,21,14830,983119
7364,55423,21,19330,945627
7365,55424,21,4590,1196303
7366,55425,21,4680,211818
7367,55426,21,13860,917903
7368,55427,21,12360,763556
7369,55428,21,14750,634762
7370,55429,21,13240,491253
7371,55430,21,10620,387569
7372,55431,21,10280,674933
7373,55432,21,15560,742423
7374,55433,21,17010,823509
7375,55434,21,14920,741274
7376,55435,21,6550,583068
7377,55436,21,6890,1517770
7378,55437,21,9750,765781
7379,55438,21,9340,943127
7380,55439,21,4540,936591
7381,55441,21,9530,849104
7382,55442,21,7080,668442
7383,55443,21,16390,1038148
7384,55444,21,8170,405846
7385,55445,21,5360,296265
7386,55446,21,9810,1181369
7387,55447,21,10720,1095927
7388,55448,21,14450,809383
7389,55449,21,12060,1027397
7390,55454,21,2420,55801
7391,55455,17,140,4378
7392,55603,21,230,9561
7393,55604,21,1880,92922
7394,55605,21,340,10524
7395,55606,21,130,6196
7396,55612,21,290,14671
7397,55613,21,110,5008
7398,55614,21,1200,64508
7399,55615,21,130,5780
7400,55616,21,3360,165251
7401,55702,21,210,11446
7402,55703,21,330,16422
7403,55704,21,510,23348
7404,55705,21,1490,71848
7405,55706,21,840,34707
7406,55707,21,1440,71434
7407,55709,21,1850,87317
7408,55710,21,630,41712
7409,55711,21,230,10199
7410,55712,21,220,8567
7411,55717,21,130,7767
7412,55718,21,1530,80970
7413,55719,21,2600,116732
7414,55720,21,7620,355348
7415,55721,21,1620,104666
7416,55723,21,1160,60378
7417,55724,21,350,17121
7418,55726,21,400,18549
7419,55731,21,2820,130942
7420,55732,21,730,33147
7421,55733,21,2250,138992
7422,55734,21,3020,152940
7423,55735,21,770,35967
7424,55736,21,680,28166
7425,55738,21,260,13071
7426,55741,21,1560,80549
7427,55742,21,150,7611
7428,55744,21,9320,481641
7429,55746,21,7960,398686
7430,55748,21,610,25167
7431,55749,21,200,8814
7432,55750,21,930,45520
7433,55751,21,710,36724
7434,55752,21,210,9843
7435,55756,21,170,7522
7436,55757,21,370,14064
7437,55760,21,1240,54549
7438,55763,21,280,14168
7439,55765,21,350,15595
7440,55767,21,1780,72757
7441,55768,21,1420,75484
7442,55769,21,1050,49390
7443,55771,21,760,29398
7444,55775,21,610,35302
7445,55779,21,1800,101379
7446,55780,21,130,6207
7447,55781,21,390,26964
7448,55783,21,1080,52455
7449,55785,21,110,3167
7450,55787,21,250,8935
7451,55790,21,1010,54490
7452,55792,21,4740,216801
7453,55793,21,290,13459
7454,55795,21,640,25729
7455,55797,21,670,35027
7456,55798,21,280,12245
7457,55802,21,1120,89777
7458,55803,21,8610,629698
7459,55804,21,7220,585684
7460,55805,21,4140,136109
7461,55806,21,4180,144378
7462,55807,21,4760,177615
7463,55808,21,2670,102446
7464,55810,21,4190,214880
7465,55811,21,12010,754257
7466,55812,21,3440,216765
7467,55901,21,26310,1591096
7468,55902,21,11240,1280331
7469,55904,21,12430,578228
7470,55906,21,8880,688572
7471,55909,21,660,36205
7472,55910,21,680,33012
7473,55912,21,13640,686928
7474,55917,21,1710,93659
7475,55918,21,480,23309
7476,55919,21,470,24753
7477,55920,21,3520,244442
7478,55921,21,2290,113162
7479,55922,21,270,10054
7480,55923,21,2060,124224
7481,55924,21,640,37508
7482,55925,21,550,28124
7483,55926,21,380,23411
7484,55927,21,1920,111429
7485,55929,21,570,30879
7486,55931,21,170,8629
7487,55932,21,980,59938
7488,55933,21,100,8677
7489,55934,21,1640,94238
7490,55935,21,450,23126
7491,55936,21,900,49577
7492,55939,21,820,41712
7493,55940,21,1240,68763
7494,55941,21,520,23826
7495,55943,21,1440,74267
7496,55944,21,3370,187376
7497,55945,21,730,38012
7498,55946,21,1540,82967
7499,55947,21,3710,236309
7500,55949,21,870,39764
7501,55951,21,690,35102
7502,55952,21,1190,60400
7503,55953,21,390,19253
7504,55954,21,670,28147
7505,55955,21,1280,91182
7506,55956,21,950,52101
7507,55957,21,360,17660
7508,55959,21,1020,52508
7509,55960,21,1500,118294
7510,55961,21,200,11648
7511,55962,21,350,16363
7512,55963,21,2450,158207
7513,55964,21,2210,115142
7514,55965,21,1130,55419
7515,55967,21,430,28064
7516,55969,21,520,27337
7517,55970,21,430,24085
7518,55971,21,1410,70400
7519,55972,21,2180,122412
7520,55973,21,130,7060
7521,55974,21,980,43354
7522,55975,21,2030,111372
7523,55976,21,3660,205278
7524,55979,21,440,19193
7525,55981,21,1980,103757
7526,55982,21,200,10645
7527,55983,21,720,36329
7528,55985,21,880,50476
7529,55987,21,14900,880361
7530,55990,21,460,21044
7531,55991,21,620,39407
7532,55992,21,2320,139629
7533,56001,21,19810,999029
7534,56003,21,7210,435469
7535,56007,21,10300,486363
7536,56009,21,750,40630
7537,56010,21,540,32239
7538,56011,21,4140,242242
7539,56013,21,2230,125073
7540,56014,21,330,18664
7541,56016,21,500,24077
7542,56017,21,810,51131
7543,56019,21,430,20005
7544,56021,21,540,29833
7545,56023,21,240,10353
7546,56024,21,1420,74542
7547,56025,21,270,14783
7548,56026,21,950,47684
7549,56027,21,380,18626
7550,56028,21,650,39595
7551,56029,21,310,17615
7552,56031,21,6160,349995
7553,56033,21,190,10890
7554,56034,21,270,14973
7555,56036,21,920,44495
7556,56037,21,790,45554
7557,56039,21,490,26270
7558,56041,21,610,32923
7559,56042,21,350,17747
7560,56043,21,280,16265
7561,56044,21,1020,54869
7562,56045,21,350,21502
7563,56048,21,1910,100482
7564,56050,21,760,41454
7565,56051,21,310,12657
7566,56052,21,370,16352
7567,56054,21,490,22757
7568,56055,21,1930,109999
7569,56057,21,1740,93332
7570,56058,21,2990,150959
7571,56060,21,220,13304
7572,56062,21,1510,74224
7573,56063,21,1350,108633
7574,56065,21,1340,69011
7575,56068,21,510,28623
7576,56069,21,2210,103499
7577,56071,21,5560,356761
7578,56072,21,1100,61133
7579,56073,21,8500,429111
7580,56074,21,980,58684
7581,56078,21,260,12111
7582,56081,21,2930,139004
7583,56082,21,5420,341905
7584,56083,21,450,22610
7585,56085,21,2770,171542
7586,56087,21,1470,75233
7587,56088,21,980,53755
7588,56090,21,300,16525
7589,56091,21,170,9182
7590,56093,21,5710,277931
7591,56096,21,1440,72270
7592,56097,21,1800,82822
7593,56098,21,990,47049
7594,56101,21,3010,148285
7595,56110,21,880,48500
7596,56111,21,230,15148
7597,56113,21,120,5218
7598,56114,21,180,9142
7599,56115,21,650,35581
7600,56116,21,260,18631
7601,56117,21,190,9318
7602,56118,21,230,14499
7603,56119,21,520,28174
7604,56120,21,510,26857
7605,56121,21,300,13378
7606,56122,21,270,15234
7607,56123,21,270,15033
7608,56127,21,180,10604
7609,56128,21,900,52041
7610,56129,21,350,19396
7611,56131,21,1170,61154
7612,56132,21,270,16931
7613,56134,21,190,9467
7614,56136,21,500,24347
7615,56137,21,550,27362
7616,56138,21,400,21221
7617,56139,21,200,8749
7618,56141,21,140,9599
7619,56142,21,510,21077
7620,56143,21,2320,133220
7621,56144,21,520,23539
7622,56145,21,310,16471
7623,56149,21,570,28745
7624,56150,21,1410,69821
7625,56151,21,440,24018
7626,56152,21,660,39559
7627,56155,21,220,13112
7628,56156,21,2850,163741
7629,56157,21,340,26647
7630,56158,21,180,9030
7631,56159,21,1230,65782
7632,56161,21,230,10546
7633,56162,21,130,6351
7634,56164,21,2760,131597
7635,56165,21,170,10145
7636,56167,21,330,17970
7637,56168,21,480,22306
7638,56169,21,350,19462
7639,56170,21,260,12603
7640,56171,21,870,53210
7641,56172,21,1490,91781
7642,56173,21,160,7592
7643,56174,21,200,9610
7644,56175,21,1400,71998
7645,56176,21,570,31854
7646,56178,21,780,45805
7647,56180,21,630,34326
7648,56181,21,550,28886
7649,56183,21,610,31076
7650,56185,21,290,13629
7651,56186,21,160,7503
7652,56187,21,6690,340665
7653,56201,21,11180,575503
7654,56207,21,130,6866
7655,56208,21,930,48105
7656,56209,21,1150,64615
7657,56211,21,220,15023
7658,56212,21,240,12576
7659,56214,21,370,21791
7660,56215,21,2230,118164
7661,56216,21,330,16390
7662,56218,21,290,15865
7663,56219,21,340,14169
7664,56220,21,1420,70444
7665,56221,21,410,26269
7666,56222,21,940,58807
7667,56223,21,670,38981
7668,56224,21,160,12084
7669,56225,21,370,17671
7670,56226,21,120,6412
7671,56227,21,110,4895
7672,56228,21,420,20333
7673,56229,21,890,54072
7674,56230,21,400,21792
7675,56231,21,190,14317
7676,56232,21,1090,61864
7677,56235,21,300,18910
7678,56236,21,170,17498
7679,56237,21,300,15950
7680,56239,21,300,17068
7681,56240,21,440,24514
7682,56241,21,2170,108203
7683,56243,21,750,36809
7684,56244,21,720,71472
7685,56245,21,250,12998
7686,56248,21,380,26017
7687,56249,21,160,12164
7688,56251,21,470,25421
7689,56252,21,580,28616
7690,56253,21,510,27111
7691,56255,21,180,9181
7692,56256,21,1260,75338
7693,56257,21,240,11275
7694,56258,21,6990,389046
7695,56260,21,440,25029
7696,56262,21,350,20160
7697,56263,21,270,20506
7698,56264,21,990,52350
7699,56265,21,3720,201396
7700,56266,21,740,39663
7701,56267,21,2730,188442
7702,56270,21,740,29274
7703,56271,21,620,36426
7704,56273,21,2310,126081
7705,56276,21,130,5807
7706,56277,21,1520,88954
7707,56278,21,1220,61048
7708,56279,21,570,30358
7709,56280,21,240,13884
7710,56281,21,300,28425
7711,56282,21,680,37987
7712,56283,21,3370,176072
7713,56284,21,960,51950
7714,56285,21,550,30834
7715,56288,21,2380,203563
7716,56289,21,330,15747
7717,56291,21,230,11193
7718,56292,21,290,16522
7719,56293,21,610,36309
7720,56295,21,150,6532
7721,56296,21,960,56613
7722,56297,21,430,20783
7723,56301,21,12910,915193
7724,56303,21,12650,571072
7725,56304,21,6910,306013
7726,56307,21,2290,142892
7727,56308,21,12060,740807
7728,56309,21,590,35821
7729,56310,21,2440,220261
7730,56311,21,310,15009
7731,56312,21,1060,52052
7732,56314,21,550,25523
7733,56315,21,770,43531
7734,56316,21,670,30646
7735,56318,21,540,24288
7736,56319,21,650,34116
7737,56320,21,3790,222022
7738,56323,21,270,12263
7739,56324,21,530,31064
7740,56326,21,720,36555
7741,56327,21,370,23736
7742,56329,21,3200,157313
7743,56330,21,780,34441
7744,56331,21,1020,53471
7745,56332,21,680,35539
7746,56334,21,2740,156148
7747,56336,21,730,39234
7748,56338,21,750,32879
7749,56339,21,560,24240
7750,56340,21,1040,51417
7751,56342,21,1370,63496
7752,56343,21,440,21811
7753,56345,21,6810,307720
7754,56347,21,3040,125699
7755,56349,21,380,21454
7756,56350,21,240,8046
7757,56352,21,2660,124177
7758,56353,21,3990,183379
7759,56354,21,640,34584
7760,56355,21,290,12990
7761,56357,21,460,22044
7762,56358,21,1460,59705
7763,56359,21,1500,60429
7764,56360,21,1800,82156
7765,56361,21,1100,46864
7766,56362,21,2760,147740
7767,56364,21,2270,98880
7768,56367,21,3270,197729
7769,56368,21,2010,119314
7770,56373,21,1380,71928
7771,56374,21,3800,217385
7772,56375,21,400,21055
7773,56377,21,8340,614371
7774,56378,21,3650,179515
7775,56379,21,7840,419250
7776,56381,21,1180,66507
7777,56382,21,680,29535
7778,56384,21,180,6660
7779,56385,21,470,23955
7780,56386,21,290,11714
7781,56387,21,3420,128546
7782,56401,21,13550,641371
7783,56425,21,3760,209403
7784,56431,21,4030,189904
7785,56433,21,720,26404
7786,56435,21,1040,41769
7787,56437,21,500,17091
7788,56438,21,1300,53337
7789,56440,21,540,19619
7790,56441,21,1470,60238
7791,56442,21,1350,91481
7792,56443,21,660,34699
7793,56444,21,1470,96099
7794,56446,21,670,25030
7795,56447,21,490,22789
7796,56448,21,200,11274
7797,56449,21,730,34954
7798,56450,21,570,24139
7799,56452,21,990,47313
7800,56453,21,340,11888
7801,56455,21,740,30931
7802,56458,21,190,7912
7803,56461,21,1360,64876
7804,56464,21,1800,74243
7805,56465,21,1040,63562
7806,56466,21,1390,60380
7807,56467,21,1110,53333
7808,56468,21,2220,169228
7809,56469,21,470,20932
7810,56470,21,4740,236863
7811,56472,21,3480,177937
7812,56473,21,1580,70534
7813,56474,21,1920,80273
7814,56475,21,740,28567
7815,56477,21,1110,41830
7816,56479,21,2100,91475
7817,56481,21,890,36699
7818,56482,21,2920,128975
7819,56484,21,1860,106661
7820,56501,21,7640,424374
7821,56510,21,1100,61185
7822,56511,21,890,47049
7823,56514,21,1710,99061
7824,56515,21,1470,83735
7825,56516,21,130,5241
7826,56517,21,130,7293
7827,56518,21,160,6452
7828,56519,21,130,6517
7829,56520,21,1910,120658
7830,56521,21,360,14728
7831,56522,21,290,17175
7832,56523,21,240,13288
7833,56524,21,330,16420
7834,56527,21,380,14510
7835,56528,21,810,41484
7836,56529,21,1970,94418
7837,56531,21,980,58179
7838,56533,21,170,7997
7839,56534,21,590,27600
7840,56535,21,590,33824
7841,56536,21,240,16432
7842,56537,21,8870,472566
7843,56540,21,870,50588
7844,56542,21,1250,58380
7845,56543,21,130,10951
7846,56544,21,2290,102687
7847,56545,21,320,17906
7848,56546,21,120,7729
7849,56547,21,1230,76851
7850,56548,21,300,18303
7851,56549,21,2250,139056
7852,56550,21,200,9706
7853,56551,21,960,40116
7854,56552,21,220,11720
7855,56553,21,140,10556
7856,56554,21,1280,77865
7857,56556,21,510,21659
7858,56557,21,1290,54751
7859,56560,21,17660,909084
7860,56566,21,220,6846
7861,56567,21,1540,64953
7862,56569,21,580,23480
7863,56570,21,560,26183
7864,56571,21,900,47309
7865,56572,21,2710,142413
7866,56573,21,3110,165150
7867,56574,21,130,6996
7868,56575,21,290,10262
7869,56576,21,400,21488
7870,56578,21,400,21508
7871,56579,21,560,31725
7872,56580,21,560,37305
7873,56581,21,140,5749
7874,56584,21,630,29669
7875,56585,21,470,29183
7876,56586,21,890,50434
7877,56587,21,770,38777
7878,56588,21,260,10931
7879,56589,21,820,34663
7880,56590,21,190,16124
7881,56592,21,210,9285
7882,56594,21,210,14423
7883,56601,21,13560,684551
7884,56621,21,1940,82966
7885,56623,21,1380,62772
7886,56626,21,150,4633
7887,56627,21,150,5160
7888,56628,21,700,34264
7889,56630,21,1030,39409
7890,56633,21,1910,67675
7891,56634,21,670,32886
7892,56636,21,2210,93793
7893,56637,21,100,3441
7894,56639,21,190,7177
7895,56641,21,120,4584
7896,56644,21,350,18339
7897,56646,21,170,7559
7898,56647,21,310,12474
7899,56649,21,4530,216495
7900,56650,21,300,11094
7901,56651,21,220,8629
7902,56652,21,230,10829
7903,56653,21,590,27426
7904,56655,21,700,33288
7905,56657,21,170,9836
7906,56660,21,110,3777
7907,56661,21,380,14879
7908,56662,21,250,11301
7909,56663,21,100,2646
7910,56667,21,300,13525
7911,56669,21,180,7096
7912,56672,21,840,39069
7913,56673,21,320,12931
7914,56676,21,760,33957
7915,56678,21,580,25002
7916,56681,21,130,4232
7917,56683,21,330,16312
7918,56684,21,180,8308
7919,56686,21,450,19335
7920,56701,21,6250,328341
7921,56710,21,240,15157
7922,56713,21,480,36188
7923,56714,21,590,24957
7924,56715,21,180,9453
7925,56716,21,4140,197752
7926,56721,21,4890,268680
7927,56722,21,180,9875
7928,56723,21,500,34928
7929,56725,21,460,21573
7930,56726,21,750,32549
7931,56727,21,380,15381
7932,56728,21,700,45275
7933,56732,21,530,22592
7934,56733,21,220,12870
7935,56734,21,230,7623
7936,56735,21,360,16464
7937,56736,21,440,34746
7938,56737,21,430,18384
7939,56738,21,620,30904
7940,56742,21,350,17588
7941,56744,21,230,14451
7942,56748,21,270,12465
7943,56750,21,1230,60727
7944,56751,21,2880,159364
7945,56754,21,260,13801
7946,56756,21,370,15553
7947,56757,21,480,29229
7948,56758,21,190,7945
7949,56759,21,150,5737
7950,56760,21,190,8103
7951,56761,21,230,11122
7952,56762,21,1230,87328
7953,56763,21,2440,144294
7954,60002,21,11660,805084
7955,60004,21,26520,2395411
7956,60005,21,15540,1298893
7957,60007,21,18640,1161570
7958,60008,21,11630,659534
7959,60010,21,21340,5218866
7960,60012,21,5220,599852
7961,60013,21,12870,1060730
7962,60014,21,23810,1679450
7963,60015,21,13290,2465402
7964,60016,21,31290,1588436
7965,60018,21,14880,923889
7966,60020,21,4890,257050
7967,60021,21,2740,203468
7968,60022,21,3900,2101113
7969,60025,21,20060,3072453
7970,60026,21,6430,1068200
7971,60030,21,18120,1391644
7972,60031,21,18770,1518171
7973,60033,21,6340,304586
7974,60034,21,970,49461
7975,60035,21,15300,3838456
7976,60040,21,2450,155398
7977,60041,21,4750,259706
7978,60042,21,4290,233566
7979,60043,21,1210,866010
7980,60044,21,4970,931605
7981,60045,21,10090,4279055
7982,60046,21,16480,1273581
7983,60047,21,20060,3176777
7984,60048,21,14500,2322931
7985,60050,21,15510,896532
7986,60051,21,12530,793676
7987,60053,21,12060,806970
7988,60056,21,28650,1801091
7989,60060,21,18580,1364784
7990,60061,21,12530,1199110
7991,60062,21,20840,3429683
7992,60064,21,6460,180304
7993,60067,21,20250,2255007
7994,60068,21,19200,2561875
7995,60069,21,4310,655518
7996,60070,21,8030,555508
7997,60071,21,1890,124515
7998,60072,21,480,37851
7999,60073,21,26140,1280405
8000,60074,21,19050,1050400
8001,60076,21,16710,1148622
8002,60077,21,13340,788034
8003,60081,21,4690,361357
8004,60083,21,4750,449962
8005,60084,21,8500,578851
8006,60085,21,30480,1015827
8007,60087,21,12960,563303
8008,60088,21,1770,60292
8009,60089,21,21670,1919387
8010,60090,21,19970,1006780
8011,60091,21,13060,3009820
8012,60093,21,9470,5199382
8013,60096,21,3460,211985
8014,60097,21,5200,265568
8015,60098,21,15480,981703
8016,60099,21,13790,590627
8017,60101,21,18570,916918
8018,60102,21,15130,1185379
8019,60103,21,19960,1571206
8020,60104,21,9370,338813
8021,60106,21,10060,443030
8022,60107,21,19610,1030252
8023,60108,21,11620,871180
8024,60110,21,17040,750731
8025,60111,21,130,9947
8026,60112,21,2080,100717
8027,60115,21,16350,789727
8028,60118,21,8140,653729
8029,60119,21,4810,431320
8030,60120,21,23390,961143
8031,60123,21,22230,1030059
8032,60124,21,9770,870370
8033,60126,21,21880,2473018
8034,60129,21,120,6816
8035,60130,21,7650,399094
8036,60131,21,9080,367308
8037,60133,21,17930,762738
8038,60134,21,13880,1635248
8039,60135,21,3420,186245
8040,60136,21,3210,260797
8041,60137,21,18450,2341887
8042,60139,21,16110,725832
8043,60140,21,7050,504926
8044,60142,21,13150,920890
8045,60143,21,5540,434727
8046,60145,21,1230,74855
8047,60146,21,1250,67668
8048,60148,21,26700,1691775
8049,60150,21,860,50587
8050,60151,21,2000,129088
8051,60152,21,6080,372687
8052,60153,21,10560,335163
8053,60154,21,8970,567360
8054,60155,21,4200,165772
8055,60156,21,13030,891336
8056,60157,21,1350,127176
8057,60160,21,10820,377037
8058,60162,21,4050,176395
8059,60163,21,2710,116951
8060,60164,21,10450,398729
8061,60165,21,1870,56872
8062,60169,21,16640,888572
8063,60171,21,5400,212492
8064,60172,21,12870,850775
8065,60173,21,6950,559679
8066,60174,21,15880,1416378
8067,60175,21,11220,1635181
8068,60176,21,6190,225421
8069,60177,21,10360,696373
8070,60178,21,10750,660684
8071,60180,21,820,50187
8072,60181,21,14920,846444
8073,60184,21,1230,268571
8074,60185,21,16490,978646
8075,60187,21,12860,1355731
8076,60188,21,21890,1304810
8077,60189,21,15540,1790108
8078,60190,21,5740,533330
8079,60191,21,7590,430271
8080,60192,21,7510,696166
8081,60193,21,20710,1333966
8082,60194,21,10060,608713
8083,60195,21,2750,170587
8084,60201,21,17180,2479589
8085,60202,21,16160,1341643
8086,60203,21,2150,265092
8087,60301,21,1270,95516
8088,60302,21,15990,1809382
8089,60304,21,8240,663345
8090,60305,21,5240,1030507
8091,60401,21,3920,224306
8092,60402,21,28510,1152061
8093,60403,21,8620,395587
8094,60404,21,8700,671643
8095,60406,21,10910,362381
8096,60407,21,810,33963
8097,60408,21,2750,148062
8098,60409,21,16890,583545
8099,60410,21,5950,413657
8100,60411,21,24120,861317
8101,60415,21,6560,247275
8102,60416,21,4450,262210
8103,60417,21,7630,514121
8104,60419,21,10860,384988
8105,60420,21,2340,132269
8106,60421,21,1930,122820
8107,60422,21,5010,584895
8108,60423,21,15150,1456238
8109,60424,21,1120,63713
8110,60425,21,4390,197549
8111,60426,21,11210,301476
8112,60428,21,5310,171303
8113,60429,21,7310,298368
8114,60430,21,10090,697385
8115,60431,21,10670,730907
8116,60432,21,9220,299699
8117,60433,21,7490,264147
8118,60435,21,22680,1069696
8119,60436,21,8120,300620
8120,60438,21,14100,643920
8121,60439,21,11430,1050855
8122,60440,21,25010,1235371
8123,60441,21,15870,975488
8124,60442,21,4670,335713
8125,60443,21,10190,517294
8126,60444,21,850,56523
8127,60445,21,12720,588956
8128,60446,21,17980,879809
8129,60447,21,6660,430851
8130,60448,21,12150,1041626
8131,60449,21,4200,284799
8132,60450,21,9990,647711
8133,60451,21,16580,1271919
8134,60452,21,13880,761720
8135,60453,21,28660,1517861
8136,60455,21,7610,315641
8137,60456,21,2190,88738
8138,60457,21,6890,335115
8139,60458,21,6450,239329
8140,60459,21,13660,555449
8141,60460,21,760,38570
8142,60461,21,2490,214715
8143,60462,21,20800,1603092
8144,60463,21,7640,669785
